Datetime,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,hour,day_of_week,day_of_month,month,quarter,year,week_of_year,is_weekend,season
2006-12-19 05:00:00,0.3067,0.0709,243.0758,1.38,0.0,0.1667,0.0,5,1,19,12,4,2006,51,0,0
2006-12-19 06:00:00,0.7895,0.1068,242.0297,3.4667,0.0,0.6833,0.0,6,1,19,12,4,2006,51,0,0
2006-12-19 07:00:00,1.7856,0.0844,239.4262,7.5433,0.0,0.0,7.4,7,1,19,12,4,2006,51,0,0
2006-12-19 08:00:00,3.4094,0.1224,236.1463,16.54,9.35,26.1833,17.1,8,1,19,12,4,2006,51,0,0
2006-12-19 09:00:00,1.5301,0.0875,239.5723,6.9633,4.6333,14.3667,3.2667,9,1,19,12,4,2006,51,0,0
2006-12-19 10:00:00,0.4371,0.1258,242.3057,1.9433,0.0,1.4167,0.0,10,1,19,12,4,2006,51,0,0
2006-12-19 11:00:00,2.3216,0.0845,240.325,9.8633,0.0,34.35,0.0,11,1,19,12,4,2006,51,0,0
2006-12-19 12:00:00,0.4307,0.1327,242.9587,1.9233,0.0,2.9167,0.0,12,1,19,12,4,2006,51,0,0
2006-12-19 13:00:00,0.3005,0.0818,243.6025,1.2933,0.0,0.6167,0.0,13,1,19,12,4,2006,51,0,0
2006-12-19 14:00:00,0.3021,0.1189,246.9458,1.3333,0.0,0.75,0.0,14,1,19,12,4,2006,51,0,0
2006-12-19 15:00:00,0.4214,0.0809,241.7407,1.8067,0.0,0.1667,2.2167,15,1,19,12,4,2006,51,0,0
2006-12-19 16:00:00,1.3721,0.0917,242.7143,5.6133,0.0,0.7167,18.0333,16,1,19,12,4,2006,51,0,0
2006-12-19 17:00:00,2.1115,0.1444,238.6067,8.8433,0.0,0.1667,17.4333,17,1,19,12,4,2006,51,0,0
2006-12-19 18:00:00,2.2047,0.1033,237.6405,9.2567,0.0,0.7333,17.3,18,1,19,12,4,2006,51,0,0
2006-12-19 19:00:00,1.8421,0.0729,241.08,7.6033,0.0,0.05,11.65,19,1,19,12,4,2006,51,0,0
2006-12-19 20:00:00,2.9151,0.2374,241.3282,12.48,0.0,26.9,0.0,20,1,19,12,4,2006,51,0,0
2006-12-19 21:00:00,1.4429,0.1065,240.87,6.3433,0.0,12.45,0.0,21,1,19,12,4,2006,51,0,0
2006-12-19 22:00:00,0.72,0.146,242.6793,3.0133,0.0,1.1667,0.0,22,1,19,12,4,2006,51,0,0
2006-12-19 23:00:00,0.3837,0.0671,246.6272,1.5833,0.0,0.1667,0.0,23,1,19,12,4,2006,51,0,0
2006-12-20 00:00:00,0.4598,0.146,245.8113,1.9867,0.0,0.7167,0.0,0,2,20,12,4,2006,51,0,0
2006-12-20 01:00:00,0.2587,0.0567,243.8053,1.1133,0.0,0.1667,0.0,1,2,20,12,4,2006,51,0,0
2006-12-20 02:00:00,0.7844,0.1236,245.5675,3.2433,0.0,0.7,7.9333,2,2,20,12,4,2006,51,0,0
2006-12-20 03:00:00,0.31,0.0685,246.1508,1.3433,0.0,0.1667,0.7,3,2,20,12,4,2006,51,0,0
2006-12-20 04:00:00,0.289,0.0974,246.4337,1.2467,0.0,0.4667,0.0,4,2,20,12,4,2006,51,0,0
2006-12-20 05:00:00,0.2627,0.0772,244.7955,1.12,0.0,0.2,0.0,5,2,20,12,4,2006,51,0,0
2006-12-20 06:00:00,0.2836,0.0666,244.074,1.18,0.0,0.0,0.0,6,2,20,12,4,2006,51,0,0
2006-12-20 07:00:00,1.5266,0.1923,243.315,6.4367,0.0,0.5167,4.6667,7,2,20,12,4,2006,51,0,0
2006-12-20 08:00:00,2.7274,0.0882,239.7923,12.2033,0.0,9.6167,17.6167,8,2,20,12,4,2006,51,0,0
2006-12-20 09:00:00,1.3855,0.1084,243.1228,5.6267,0.0,0.5333,18.1,9,2,20,12,4,2006,51,0,0
2006-12-20 10:00:00,1.5103,0.0472,240.5805,6.25,0.0,3.2333,17.7167,10,2,20,12,4,2006,51,0,0
2006-12-20 11:00:00,2.8924,0.1652,240.5132,12.0733,0.0,25.1667,17.7,11,2,20,12,4,2006,51,0,0
2006-12-20 12:00:00,1.421,0.0721,242.6063,5.8267,0.0,0.0833,18.0167,12,2,20,12,4,2006,51,0,0
2006-12-20 13:00:00,1.4284,0.1102,242.4677,5.88,0.0,0.4667,18.0,13,2,20,12,4,2006,51,0,0
2006-12-20 14:00:00,1.2949,0.0927,244.0345,5.32,0.0,0.05,16.5833,14,2,20,12,4,2006,51,0,0
2006-12-20 15:00:00,0.2811,0.0714,245.7192,1.2367,0.0,0.2,0.0,15,2,20,12,4,2006,51,0,0
2006-12-20 16:00:00,0.4684,0.1092,244.1135,2.07,0.0,0.3167,0.0,16,2,20,12,4,2006,51,0,0
2006-12-20 17:00:00,0.5735,0.0774,242.9207,2.3767,0.0,0.0,0.0,17,2,20,12,4,2006,51,0,0
2006-12-20 18:00:00,2.8368,0.158,239.2407,11.8933,0.0,0.5167,10.5167,18,2,20,12,4,2006,51,0,0
2006-12-20 19:00:00,3.2049,0.0877,236.7398,13.71,0.0,0.0,17.1833,19,2,20,12,4,2006,51,0,0
2006-12-20 20:00:00,3.5755,0.2655,236.3452,15.1367,0.0,0.5167,17.1167,20,2,20,12,4,2006,51,0,0
2006-12-20 21:00:00,3.6461,0.1605,235.9923,15.4033,0.0,0.0,17.0667,21,2,20,12,4,2006,51,0,0
2006-12-20 22:00:00,3.059,0.0881,238.8605,12.7533,0.0,0.3667,17.4833,22,2,20,12,4,2006,51,0,0
2006-12-20 23:00:00,2.3818,0.1534,242.3912,9.7867,0.0,0.1333,17.9833,23,2,20,12,4,2006,51,0,0
2006-12-21 00:00:00,1.5359,0.1555,243.4258,6.3233,0.0,0.0,18.1333,0,3,21,12,4,2006,51,0,0
2006-12-21 01:00:00,1.398,0.1218,243.6982,5.6867,0.0,0.5167,18.1833,1,3,21,12,4,2006,51,0,0
2006-12-21 02:00:00,1.2749,0.0393,243.6537,5.15,0.0,0.0,17.2,2,3,21,12,4,2006,51,0,0
2006-12-21 03:00:00,0.3026,0.1199,244.5672,1.3333,0.0,0.5,0.0,3,3,21,12,4,2006,51,0,0
2006-12-21 04:00:00,0.2467,0.0425,244.7402,1.02,0.0,0.0,0.0,4,3,21,12,4,2006,51,0,0
2006-12-21 05:00:00,0.2907,0.1058,243.9495,1.2633,0.0,0.3833,0.0,5,3,21,12,4,2006,51,0,0
2006-12-21 06:00:00,0.2957,0.0532,244.8505,1.22,0.0,0.1333,0.0,6,3,21,12,4,2006,51,0,0
2006-12-21 07:00:00,1.2734,0.0838,241.2937,5.37,0.0,0.0,0.0,7,3,21,12,4,2006,51,0,0
2006-12-21 08:00:00,1.563,0.153,239.4945,6.5933,0.0,0.5,5.0833,8,3,21,12,4,2006,51,0,0
2006-12-21 09:00:00,2.5741,0.0517,238.4777,10.78,11.1,9.3667,17.4333,9,3,21,12,4,2006,51,0,0
2006-12-21 10:00:00,1.7677,0.0708,239.706,7.4033,9.4833,0.5167,14.8333,10,3,21,12,4,2006,51,0,0
2006-12-21 11:00:00,0.525,0.1078,241.6113,2.3367,0.0,0.0,0.0,11,3,21,12,4,2006,51,0,0
2006-12-21 12:00:00,0.8191,0.1312,242.6742,3.5833,0.0,7.6667,0.0,12,3,21,12,4,2006,51,0,0
2006-12-21 13:00:00,1.6882,0.0645,241.7978,7.06,0.0,19.8667,3.8833,13,3,21,12,4,2006,51,0,0
2006-12-21 14:00:00,1.0239,0.1185,243.3195,4.3367,0.0,1.2,8.3333,14,3,21,12,4,2006,51,0,0
2006-12-21 15:00:00,0.3074,0.0457,242.9063,1.3633,0.0,0.1667,0.0,15,3,21,12,4,2006,51,0,0
2006-12-21 16:00:00,1.3601,0.0969,239.9063,5.6233,0.0,0.7167,17.2833,16,3,21,12,4,2006,51,0,0
2006-12-21 17:00:00,1.7526,0.148,235.0183,7.5333,0.0,0.1667,11.9833,17,3,21,12,4,2006,51,0,0
2006-12-21 18:00:00,2.4433,0.1198,233.8943,10.4167,0.0,0.7,16.7667,18,3,21,12,4,2006,51,0,0
2006-12-21 19:00:00,2.1804,0.0944,235.0005,9.3567,4.6833,0.1667,11.7,19,3,21,12,4,2006,51,0,0
2006-12-21 20:00:00,2.4079,0.2513,234.5003,10.44,4.15,0.6,4.2833,20,3,21,12,4,2006,51,0,0
2006-12-21 21:00:00,0.9823,0.0443,238.3122,4.1033,0.0,0.0333,8.5833,21,3,21,12,4,2006,51,0,0
2006-12-21 22:00:00,0.2803,0.0935,242.8665,1.2067,0.0,0.2,0.0,22,3,21,12,4,2006,51,0,0
2006-12-21 23:00:00,0.2704,0.0895,245.3503,1.1733,0.0,0.3167,0.0,23,3,21,12,4,2006,51,0,0
2006-12-22 00:00:00,0.2669,0.0791,245.6782,1.1433,0.0,0.0,0.0,0,4,22,12,4,2006,51,0,0
2006-12-22 01:00:00,0.272,0.0927,244.4538,1.1733,0.0,0.5167,0.0,1,4,22,12,4,2006,51,0,0
2006-12-22 02:00:00,0.2676,0.0793,246.8378,1.1433,0.0,0.0,0.0,2,4,22,12,4,2006,51,0,0
2006-12-22 03:00:00,0.2739,0.0935,245.7928,1.1733,0.0,0.5167,0.0,3,4,22,12,4,2006,51,0,0
2006-12-22 04:00:00,0.2643,0.0723,245.3595,1.1367,0.0,0.0,0.0,4,4,22,12,4,2006,51,0,0
2006-12-22 05:00:00,0.8068,0.0841,245.1193,3.33,0.0,0.3833,8.9,5,4,22,12,4,2006,51,0,0
2006-12-22 06:00:00,0.4683,0.0861,245.3093,2.0333,0.0,0.1333,0.0,6,4,22,12,4,2006,51,0,0
2006-12-22 07:00:00,1.7232,0.1061,240.929,7.2067,0.0,0.0,3.7333,7,4,22,12,4,2006,51,0,0
2006-12-22 08:00:00,2.7444,0.108,240.4503,11.4267,11.1167,0.5167,17.7167,8,4,22,12,4,2006,51,0,0
2006-12-22 09:00:00,1.8963,0.0455,239.5497,7.87,10.0167,0.0,17.5833,9,4,22,12,4,2006,51,0,0
2006-12-22 10:00:00,1.345,0.0944,239.6793,5.57,0.0,0.5,17.5833,10,4,22,12,4,2006,51,0,0
2006-12-22 11:00:00,1.2526,0.0807,238.3455,5.26,3.75,0.0,12.7,11,4,22,12,4,2006,51,0,0
2006-12-22 12:00:00,1.2285,0.384,240.199,5.5167,10.6333,0.5667,0.0,12,4,22,12,4,2006,51,0,0
2006-12-22 13:00:00,0.6719,0.2478,240.6858,3.04,0.0,0.0,0.0,13,4,22,12,4,2006,51,0,0
2006-12-22 14:00:00,0.8156,0.1617,240.8312,3.55,0.0,0.5667,6.0333,14,4,22,12,4,2006,51,0,0
2006-12-22 15:00:00,1.4516,0.0987,241.859,5.9733,0.0,0.0,17.9167,15,4,22,12,4,2006,51,0,0
2006-12-22 16:00:00,1.5712,0.1386,241.7948,6.4767,0.0,0.5333,17.9,16,4,22,12,4,2006,51,0,0
2006-12-22 17:00:00,1.4968,0.0918,238.8447,6.2433,0.0,0.0,10.5167,17,4,22,12,4,2006,51,0,0
2006-12-22 18:00:00,2.687,0.3056,237.5077,11.39,0.0,0.5167,3.9,18,4,22,12,4,2006,51,0,0
2006-12-22 19:00:00,3.9382,0.2473,237.406,16.54,0.0,0.0,17.2667,19,4,22,12,4,2006,51,0,0
2006-12-22 20:00:00,3.4679,0.1398,235.5305,15.05,7.8167,0.5667,17.0167,20,4,22,12,4,2006,51,0,0
2006-12-22 21:00:00,3.8755,0.0659,235.1362,19.4533,9.1833,0.0,16.75,21,4,22,12,4,2006,51,0,0
2006-12-22 22:00:00,3.0651,0.0892,239.1997,12.9833,0.0,0.3833,0.0,22,4,22,12,4,2006,51,0,0
2006-12-22 23:00:00,2.4192,0.1228,241.93,10.2667,0.0,0.1333,0.0,23,4,22,12,4,2006,51,0,0
2006-12-23 00:00:00,1.6982,0.0825,243.0203,7.4367,0.0,0.0333,0.0,0,5,23,12,4,2006,51,1,0
2006-12-23 01:00:00,1.7228,0.1174,243.8125,7.55,0.0,0.4833,0.0,1,5,23,12,4,2006,51,1,0
2006-12-23 02:00:00,1.7008,0.0681,243.8413,7.51,0.0,0.0,0.0,2,5,23,12,4,2006,51,1,0
2006-12-23 03:00:00,1.7715,0.1067,243.687,7.6567,0.0,0.5167,0.0,3,5,23,12,4,2006,51,1,0
2006-12-23 04:00:00,1.8916,0.0644,243.006,8.1567,0.0,0.0,2.0667,4,5,23,12,4,2006,51,1,0
2006-12-23 05:00:00,2.2291,0.1128,242.4492,9.53,0.0,0.4667,7.0667,5,5,23,12,4,2006,51,1,0
2006-12-23 06:00:00,1.6494,0.0718,242.4668,7.24,0.0,0.05,0.0,6,5,23,12,4,2006,51,1,0
2006-12-23 07:00:00,3.9514,0.0555,237.767,16.9833,0.0,0.0,10.85,7,5,23,12,4,2006,51,1,0
2006-12-23 08:00:00,4.0865,0.0954,239.1032,17.5567,0.0,0.5167,17.5,8,5,23,12,4,2006,51,1,0
2006-12-23 09:00:00,3.2464,0.0781,240.8125,13.53,0.0,0.0,17.7667,9,5,23,12,4,2006,51,1,0
2006-12-23 10:00:00,2.9722,0.2029,239.137,12.56,0.0,0.5167,8.6,10,5,23,12,4,2006,51,1,0
2006-12-23 11:00:00,3.159,0.1057,237.715,13.3033,0.0,0.0,10.8167,11,5,23,12,4,2006,51,1,0
2006-12-23 12:00:00,2.9288,0.091,238.7565,12.35,0.0,0.1667,9.5667,12,5,23,12,4,2006,51,1,0
2006-12-23 13:00:00,3.4063,0.1617,239.8508,14.3133,0.0,0.35,17.6167,13,5,23,12,4,2006,51,1,0
2006-12-23 14:00:00,3.751,0.2449,240.501,15.76,0.0,0.0,17.7167,14,5,23,12,4,2006,51,1,0
2006-12-23 15:00:00,3.9879,0.331,241.3135,16.8967,0.0,0.5167,17.8333,15,5,23,12,4,2006,51,1,0
2006-12-23 16:00:00,4.2689,0.4026,240.4768,18.2167,1.2667,1.0833,17.7167,16,5,23,12,4,2006,51,1,0
2006-12-23 17:00:00,4.664,0.216,233.6442,23.36,16.1833,0.6667,16.75,17,5,23,12,4,2006,51,1,0
2006-12-23 18:00:00,3.847,0.0998,238.0005,16.3633,0.0,0.0167,17.35,18,5,23,12,4,2006,51,1,0
2006-12-23 19:00:00,4.07,0.2053,238.7293,17.3,0.0,0.6,17.4667,19,5,23,12,4,2006,51,1,0
2006-12-23 20:00:00,4.1131,0.1248,238.5188,17.5967,0.0,0.35,17.4167,20,5,23,12,4,2006,51,1,0
2006-12-23 21:00:00,3.2653,0.2358,238.5947,13.8933,0.0,0.2167,5.6667,21,5,23,12,4,2006,51,1,0
2006-12-23 22:00:00,3.9008,0.289,238.1903,18.31,14.4333,0.5,0.0,22,5,23,12,4,2006,51,1,0
2006-12-23 23:00:00,4.5016,0.1281,239.8715,23.3,12.6,0.0333,15.6667,23,5,23,12,4,2006,51,1,0
2006-12-24 00:00:00,3.9898,0.0907,239.1127,17.08,0.0,0.5,17.5333,0,6,24,12,4,2006,51,1,0
2006-12-24 01:00:00,3.2278,0.0518,237.6107,14.0167,7.2833,0.0333,17.3,1,6,24,12,4,2006,51,1,0
2006-12-24 02:00:00,2.23,0.1037,244.4327,10.0667,7.6833,0.3667,3.6667,2,6,24,12,4,2006,51,1,0
2006-12-24 03:00:00,1.6068,0.0719,246.862,7.3467,0.0,0.15,0.0,3,6,24,12,4,2006,51,1,0
2006-12-24 04:00:00,1.5761,0.0679,245.8662,7.2667,0.0,0.05,0.0,4,6,24,12,4,2006,51,1,0
2006-12-24 05:00:00,1.6319,0.1085,245.8357,7.5333,0.0,0.4667,0.0,5,6,24,12,4,2006,51,1,0
2006-12-24 06:00:00,1.8952,0.0507,245.5908,8.4467,0.0,0.0,0.0,6,6,24,12,4,2006,51,1,0
2006-12-24 07:00:00,1.4764,0.0997,242.7953,6.97,0.0,0.5167,0.0,7,6,24,12,4,2006,51,1,0
2006-12-24 08:00:00,1.4278,0.0523,241.6987,6.5967,0.0,0.0,0.0,8,6,24,12,4,2006,51,1,0
2006-12-24 09:00:00,2.7042,0.0939,239.8898,11.81,0.0,0.3833,14.3833,9,6,24,12,4,2006,51,1,0
2006-12-24 10:00:00,2.6753,0.1063,236.6982,11.3767,0.0,8.6667,17.1667,10,6,24,12,4,2006,51,1,0
2006-12-24 11:00:00,2.0887,0.1155,237.6682,8.8133,0.0,1.5667,17.3,11,6,24,12,4,2006,51,1,0
2006-12-24 12:00:00,1.4784,0.2191,236.9323,6.4467,0.0,6.3167,2.0833,12,6,24,12,4,2006,51,1,0
2006-12-24 13:00:00,3.0756,0.159,237.2963,13.7867,0.0,30.5167,5.7167,13,6,24,12,4,2006,51,1,0
2006-12-24 14:00:00,1.3715,0.1094,243.928,5.6433,0.0,1.5333,10.05,14,6,24,12,4,2006,51,1,0
2006-12-24 15:00:00,3.0876,0.2334,243.1828,12.8233,6.55,30.6167,0.0,15,6,24,12,4,2006,51,1,0
2006-12-24 16:00:00,1.9815,0.1261,243.8807,8.3133,6.8667,0.8667,9.65,16,6,24,12,4,2006,51,1,0
2006-12-24 17:00:00,1.6865,0.0978,238.0203,7.13,0.0,0.5167,0.0,17,6,24,12,4,2006,51,1,0
2006-12-24 18:00:00,0.5052,0.1194,241.1563,2.11,0.0,0.6,0.0,18,6,24,12,4,2006,51,1,0
2006-12-24 19:00:00,0.454,0.0572,241.4198,1.85,0.0,0.0,0.0,19,6,24,12,4,2006,51,1,0
2006-12-24 20:00:00,0.4741,0.0754,241.9423,1.9567,0.0,0.0,0.0,20,6,24,12,4,2006,51,1,0
2006-12-24 21:00:00,0.484,0.1006,242.2082,2.0033,0.0,0.5833,0.0,21,6,24,12,4,2006,51,1,0
2006-12-24 22:00:00,0.4798,0.086,243.3782,1.97,0.0,0.0,0.0,22,6,24,12,4,2006,51,1,0
2006-12-24 23:00:00,0.4863,0.1022,243.0923,2.0133,0.0,0.45,0.0,23,6,24,12,4,2006,51,1,0
2006-12-25 00:00:00,0.9996,0.1285,244.1065,4.1467,0.0,0.15,2.95,0,0,25,12,4,2006,52,0,0
2006-12-25 01:00:00,1.2068,0.1019,244.6745,4.93,0.0,0.0,11.55,1,0,25,12,4,2006,52,0,0
2006-12-25 02:00:00,0.438,0.1233,248.5363,1.8433,0.0,0.6,0.0,2,0,25,12,4,2006,52,0,0
2006-12-25 03:00:00,0.59,0.0737,248.2818,2.4,0.0,0.0,0.0,3,0,25,12,4,2006,52,0,0
2006-12-25 04:00:00,0.5787,0.0547,248.7293,2.3467,0.0,0.0,0.0,4,0,25,12,4,2006,52,0,0
2006-12-25 05:00:00,0.6201,0.1401,248.0947,2.51,0.0,0.6167,0.0,5,0,25,12,4,2006,52,0,0
2006-12-25 06:00:00,0.2641,0.0691,247.0038,1.09,0.0,0.0,0.0,6,0,25,12,4,2006,52,0,0
2006-12-25 07:00:00,0.663,0.055,243.3922,2.8333,0.0,0.15,0.3333,7,0,25,12,4,2006,52,0,0
2006-12-25 08:00:00,2.6111,0.1888,242.3992,10.79,0.0,0.4333,10.6167,8,0,25,12,4,2006,52,0,0
2006-12-25 09:00:00,1.4935,0.1823,244.1877,6.1267,0.0,0.0,0.0,9,0,25,12,4,2006,52,0,0
2006-12-25 10:00:00,1.9157,0.2654,242.3172,7.9167,0.0,0.5833,0.0,10,0,25,12,4,2006,52,0,0
2006-12-25 11:00:00,2.9674,0.1568,241.6805,12.6967,9.6833,0.0,11.7333,11,0,25,12,4,2006,52,0,0
2006-12-25 12:00:00,2.8945,0.3237,241.051,12.4467,22.65,0.0,4.5333,12,0,25,12,4,2006,52,0,0
2006-12-25 13:00:00,2.1337,0.2029,242.2852,9.47,18.7,0.5667,0.0,13,0,25,12,4,2006,52,0,0
2006-12-25 14:00:00,1.7837,0.0884,245.512,7.4233,5.65,0.0,5.1167,14,0,25,12,4,2006,52,0,0
